ID_election,ID_user,ID_Candidate,firstname,lastname,gender,year_of_birth,age,zip,city,country,language,ID_party,party_short,ID_party_REC,party_REC,ID_district,district,incumbent,elected,ID_civil_status,civil_status,ID_denomination,denomination,ID_education,education,ID_employment,employment,occupation
95,5104,5829,Jean-René,Germanier,m,1958,57,1963,Vétroz,Schweiz,fr_CH,18800000117,FDP,2,FDP,18800000023,Wallis,1,0,,,,,,,,,Conseiller national
95,5105,5830,Léonard,Bender,m,1957,58,1926,Fully,Schweiz,fr_CH,18800000117,FDP,2,FDP,18800000023,Wallis,0,0,2,Verheiratet,3,Römisch-katholisch,13,Universität oder ETH,1,Selbstständig erwerbend,Avocat
95,5108,5833,Ruedi,Noser,m,1961,54,8005,Zürich,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,1,0,,,,,12,Fachhochschule oder Technikum,1,Selbstständig erwerbend,Unternehmer
95,5110,5835,Doris,Fiala,f,1957,58,8002,Zürich,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,1,0,,,,,,,,,PR-Beraterin
95,5115,5859,Barbara,Günthard-Maier,f,1972,43,8400,Winterthur,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,2,Verheiratet,2,Protestantisch,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Stadträtin
95,5119,5866,Kurt,Fluri,m,1955,60,4500,Solothurn,Schweiz,de_CH,18800000268,FDP,2,FDP,18800000017,Solothurn,1,0,2,Verheiratet,10,Konfessionslos,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Stadtpräsident
95,5140,5892,Petra,Gössi,f,1976,39,6403,Küssnacht,Schweiz,de_CH,18800000215,FDP,2,FDP,18800000016,Schwyz,1,0,,,,,,,,,Juristin
95,5143,5895,Doris,Kälin,f,1960,55,8840,Einsiedeln,Schweiz,de_CH,18800000215,FDP,2,FDP,18800000016,Schwyz,0,0,2,Verheiratet,3,Römisch-katholisch,7,Handelsschule oder Handelsdiplom,5,Im Familienbetrieb mitarbeitend,Unternehmerin
95,5151,5903,Bruno,Pezzatti,m,1951,64,6313,Edlibach,Schweiz,de_CH,18800000163,FDP,2,FDP,18800000025,Zug,1,0,2,Verheiratet,3,Römisch-katholisch,,,,,Dipl. Ing. Agr. ETH / Vorstand Schweizer Obstverband
95,5185,5937,Helena,Freiermuth,f,1958,57,35940,Ilica-Cesme/Izmir,Türkei,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,2,Verheiratet,,,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",1,Selbstständig erwerbend,Hotelière
95,5190,5942,Isabelle,Moret,f,1970,45,1169,Yens,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,1,0,,,,,,,,,Avocate
95,5191,5945,Marc-Olivier,Buffat,m,1961,54,1006,Lausanne,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,4,Geschieden,2,Protestantisch,13,Universität oder ETH,1,Selbstständig erwerbend,Avocat
95,5346,6179,Alexandra,Thalhammer,f,1979,36,3012,Bern,Schweiz,de_CH,18800000045,FDP,2,FDP,18800000005,Bern,0,0,8,In Partnerschaft,,,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Beraterin Public Affairs
95,5697,6585,Imelda,Stadler,f,1959,56,9604,Lütisburg,Schweiz,de_CH,18800002865,FDP,2,FDP,18800000018,St.Gallen,0,0,2,Verheiratet,3,Römisch-katholisch,9,"Maturitätsschule, Gymnasium oder Seminar",3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Gemeindepräsidentin
95,5748,6636,Philippe,Nantermod,m,1984,31,1875,Morgins,Schweiz,fr_CH,18800000117,FDP,2,FDP,18800000023,Wallis,0,0,1,Ledig,3,Römisch-katholisch,13,Universität oder ETH,1,Selbstständig erwerbend,Avocat
95,5877,6868,Jacques,Bourgeois,m,1958,57,1754,Avry sur Matran,Schweiz,fr_CH,18800000101,FDP,2,FDP,18800000006,Freiburg,1,0,2,Verheiratet,2,Protestantisch,12,Fachhochschule oder Technikum,,,Directeur de l'Union Suisse des Paysans - Conseiller national
95,5879,6870,Claudine,Esseiva,f,1978,37,3007,Bern,Schweiz,de_CH,18800000045,FDP,2,FDP,18800000005,Bern,0,0,1,Ledig,3,Römisch-katholisch,12,Fachhochschule oder Technikum,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Betriebsökonomin FH
95,6258,7371,Ignazio,Cassis,m,1961,54,6926,Montagnola,Schweiz,it_CH,18800003729,FDP,2,FDP,18800000019,Tessin,1,0,,,,,,,,,Medico / Insegnante / Consigliere nazionale
95,6336,7486,Charly,Freitag,m,1978,37,6222,Gunzwill,Schweiz,de_CH,18800000145,FDP,2,FDP,18800000011,Luzern,0,0,2,Verheiratet,3,Römisch-katholisch,13,Universität oder ETH,1,Selbstständig erwerbend,Gemeindepräsident / Wirtschaftsinformatiker
95,6692,7919,Stefan,Britschgi,m,1962,53,9444,Diepdoldsau,Schweiz,de_CH,18800002865,FDP,2,FDP,18800000018,St.Gallen,0,0,2,Verheiratet,3,Römisch-katholisch,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",,,Gemüseproduzent
95,6719,7951,Jens,Jäger,m,1977,38,7324,Vilters,Schweiz,de_CH,18800002865,FDP,2,FDP,18800000018,St.Gallen,0,0,1,Ledig,3,Römisch-katholisch,9,"Maturitätsschule, Gymnasium oder Seminar",2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Primarlehrer
95,6727,7960,Elisabeth,Brunner-Müller,f,1973,42,8716,Schmerikon,Schweiz,de_CH,18800002865,FDP,2,FDP,18800000018,St.Gallen,0,0,2,Verheiratet,3,Römisch-katholisch,7,Handelsschule oder Handelsdiplom,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),"Pflegefachfrau, Sachbearbeiterin, Familienfrau"
95,6887,8142,Walter,Locher,m,1955,60,9015,St.Gallen,Schweiz,de_CH,18800002865,FDP,2,FDP,18800000018,St.Gallen,0,0,2,Verheiratet,2,Protestantisch,13,Universität oder ETH,1,Selbstständig erwerbend,Rechtsanwalt
95,8349,9899,Christophe,Haller,m,1957,58,4059,Basel,Schweiz,de_CH,18800000081,FDP,2,FDP,18800000004,Basel-Stadt,0,0,2,Verheiratet,2,Protestantisch,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Generalagent
95,8352,9903,Fabienne,Beyerle,f,1980,35,4051,Basel,Schweiz,de_CH,18800000081,FDP,2,FDP,18800000004,Basel-Stadt,0,0,1,Ledig,2,Protestantisch,12,Fachhochschule oder Technikum,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Lehrerin
95,8356,9907,Erich,Bucher,m,1951,64,4059,Basel,Schweiz,de_CH,18800000081,FDP,2,FDP,18800000004,Basel-Stadt,0,0,2,Verheiratet,2,Protestantisch,12,Fachhochschule oder Technikum,,,Unternehmensberater
95,8371,9923,Christian,Egeler,m,1970,45,4059,Basel,Schweiz,de_CH,18800000081,FDP,2,FDP,18800000004,Basel-Stadt,0,0,2,Verheiratet,2,Protestantisch,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Dipl. Ing. ETH
95,8373,9925,Daniel,Stolz,m,1968,47,4052,Basel,Schweiz,de_CH,18800000081,FDP,2,FDP,18800000004,Basel-Stadt,1,0,,,10,Konfessionslos,12,Fachhochschule oder Technikum,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Geschäftsführer
95,8374,9926,Rolf,Stürm,m,1950,65,4051,Basel,Schweiz,de_CH,18800000081,FDP,2,FDP,18800000004,Basel-Stadt,0,0,4,Geschieden,7,Jüdische Gemeinschaften,13,Universität oder ETH,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Teilzeitunternehmer
95,8414,9970,Renate,Köhler-Fischer,f,1941,74,4058,Basel,Schweiz,de_CH,18800000081,FDP,2,FDP,18800000004,Basel-Stadt,0,0,,,,,,,,,"dipl. Sekretärin, Managerin"
95,8963,10650,Stephan,Maurer,m,1958,57,4059,Basel,Schweiz,de_CH,18800000081,FDP,2,FDP,18800000004,Basel-Stadt,0,0,,,2,Protestantisch,12,Fachhochschule oder Technikum,1,Selbstständig erwerbend,Unternehmer
95,9608,11590,Alexandre,Schmidt,m,1970,45,3005,Bern,Schweiz,de_CH,18800000045,FDP,2,FDP,18800000005,Bern,0,0,,,,,,,,,Master in Public Administration/Gemeinderat Bern
95,10093,12152,Damian,Hunkeler,m,1963,52,6006,Luzern,Schweiz,de_CH,18800000145,FDP,2,FDP,18800000011,Luzern,0,0,2,Verheiratet,3,Römisch-katholisch,12,Fachhochschule oder Technikum,1,Selbstständig erwerbend,Unternehmer
95,10595,12713,Hans-Peter,Kohler,m,1960,55,3095,Spiegel b. Bern,Schweiz,de_CH,18800000045,FDP,2,FDP,18800000005,Bern,0,0,2,Verheiratet,10,Konfessionslos,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),"Arzt, Prof. Dr.med"
95,10835,13046,Urs,Hofer,m,1980,35,8400,Winterthur,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,1,Ledig,2,Protestantisch,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Rechtsanwalt / Miliz-Militärpilot
95,11259,13583,Martin,Bürki,m,1970,45,8038,Zürich,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,2,Verheiratet,2,Protestantisch,13,Universität oder ETH,,,Unternehmer
95,11303,13638,Marc,Schlieper,m,1974,41,8008,Zürich,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,1,Ledig,1,Keine Angabe,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Ökonom
95,12664,15448,Dave,von Kaenel,m,1971,44,2613,Villeret,Schweiz,fr_CH,18800000045,FDP,2,FDP,18800000005,Bern,0,0,2,Verheiratet,2,Protestantisch,12,Fachhochschule oder Technikum,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Ingénieur ETS/HES
95,12676,15465,Kathrin,Hayoz,f,1967,48,3250,Lyss,Schweiz,de_CH,18800000045,FDP,2,FDP,18800000005,Bern,0,0,,,,,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Sachbearbeiterin
95,12887,15762,Katrin,Zumstein,f,1964,51,4922,Bützberg,Schweiz,de_CH,18800000045,FDP,2,FDP,18800000005,Bern,0,0,,,,,,,,,Rechtsanwältin
95,13151,16160,Therese,Klossner,f,1957,58,3713,Reichenbach,Schweiz,de_CH,18800000045,FDP,2,FDP,18800000005,Bern,0,0,2,Verheiratet,2,Protestantisch,5,Berufslehre oder Berufsschule,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Leiterin Besucherwesen
95,13201,16224,Adrian,Haas,m,1960,55,3006,Bern,Schweiz,de_CH,18800000045,FDP,2,FDP,18800000005,Bern,0,0,2,Verheiratet,2,Protestantisch,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Direktor
95,13515,16678,Lukas,Bissegger,m,1986,29,4900,Langenthal,Schweiz,de_CH,18800000045,FDP,2,FDP,18800000005,Bern,0,0,1,Ledig,10,Konfessionslos,10,"Höhere Fachschule (Krankenpflegeschule, Schule für Sozialarbeit etc.)",2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Bankkundenberater (dipl. Bankwirtschaftler HF)
95,13897,17111,Michael,Pfäffli,m,1962,53,7500,St. Moritz,Schweiz,de_CH,18800000110,FDP,2,FDP,18800000009,Graubünden,0,0,,,,,,,,,Unternehmer
95,13932,17146,Rudolf,Kunz,m,1971,44,7000,Chur,Schweiz,de_CH,18800000110,FDP,2,FDP,18800000009,Graubünden,0,0,,,,,,,,,Rechtsanwalt u. Notar
95,13972,17186,Vera,Stiffler,f,1974,41,7000,Chur,Schweiz,de_CH,18800000110,FDP,2,FDP,18800000009,Graubünden,0,0,1,Ledig,10,Konfessionslos,13,Universität oder ETH,1,Selbstständig erwerbend,selbstständige Kommunikationsberaterin
95,14101,17316,Hans Peter,Michel,m,1954,61,7278,Davos Monstein,Schweiz,de_CH,18800000110,FDP,2,FDP,18800000009,Graubünden,0,0,5,Getrennt,2,Protestantisch,13,Universität oder ETH,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Schadenexperte VBS
95,14103,17318,Angela,Casanova-Maron,f,1959,56,7013,Domat/Ems,Schweiz,de_CH,18800000110,FDP,2,FDP,18800000009,Graubünden,0,0,,,3,Römisch-katholisch,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",1,Selbstständig erwerbend,eidg. dipl. Buchhalterin
95,14227,17523,Peter,Dütschler,m,1963,52,3626,Hünibach,Schweiz,de_CH,18800000045,FDP,2,FDP,18800000005,Bern,0,0,2,Verheiratet,2,Protestantisch,13,Universität oder ETH,1,Selbstständig erwerbend,Pat. Ingenieur-Geometer ETH
95,14360,17818,Leila,Feit,f,1978,37,8002,Zürich,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,2,Verheiratet,,,13,Universität oder ETH,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Geschäftsführerin
95,14387,17892,Peter,Vollenweider,m,1973,42,8713,Uerikon (Stäfa),Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,,,,,,,,,Unternehmensberater
95,14390,17900,Marianne,Zambotti-Hauser,f,1967,48,8706,Meilen,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,2,Verheiratet,3,Römisch-katholisch,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Geschäftsfrau
95,14393,17905,Dorothe,Kienast,f,1963,52,8620,Wetzikon,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,,,,,,,,,Selbständig
95,14419,17942,Markus,Wenger,m,1959,56,8400,Winterthur,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,2,Verheiratet,2,Protestantisch,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Regionaldirektor Facility Services
95,14445,17980,Barbara,Franzen,f,1964,51,8166,Niederweningen,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,2,Verheiratet,,,13,Universität oder ETH,1,Selbstständig erwerbend,Lic. Phil. I
95,14675,18312,Andreas,Dürr,m,1962,53,4105,Biel-Benken,Schweiz,de_CH,18800000072,FDP,2,FDP,18800000003,Basel-Landschaft,0,0,4,Geschieden,2,Protestantisch,13,Universität oder ETH,1,Selbstständig erwerbend,"Rechtsanwalt, Notar, Mediator SAV"
95,14684,18321,Sven,Inäbnit,m,1964,51,4102,Binningen,Schweiz,de_CH,18800000072,FDP,2,FDP,18800000003,Basel-Landschaft,0,0,2,Verheiratet,2,Protestantisch,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Dr. pharm. / MBA
95,14695,18333,Christoph,Buser,m,1971,44,4414,Füllinsdorf,Schweiz,de_CH,18800000072,FDP,2,FDP,18800000003,Basel-Landschaft,0,0,,,,,,,,,"Ökonom, Direktor Wirtschaftskammer Baselland"
95,14719,18358,Daniela,Schneeberger,f,1967,48,4441,Thürnen,Schweiz,de_CH,18800000072,FDP,2,FDP,18800000003,Basel-Landschaft,1,0,4,Geschieden,2,Protestantisch,7,Handelsschule oder Handelsdiplom,5,Im Familienbetrieb mitarbeitend,"Treuhänderin, Unternehmerin"
95,14727,18367,Christof,Hiltmann,m,1972,43,4127,Birsfelden,Schweiz,de_CH,18800000072,FDP,2,FDP,18800000003,Basel-Landschaft,0,0,2,Verheiratet,3,Römisch-katholisch,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Projektleiter Unternehmensentwicklung
95,15666,19905,Rolf,Richterich,m,1967,48,4242,Laufen,Schweiz,de_CH,18800000072,FDP,2,FDP,18800000003,Basel-Landschaft,0,0,,,,,,,,,"Dipl. Bau-Ing. ETH SIA, Unternehmer"
95,15885,20249,Helen,Schurtenberger,f,1965,50,6122,Menznau,Schweiz,de_CH,18800000145,FDP,2,FDP,18800000011,Luzern,0,0,2,Verheiratet,3,Römisch-katholisch,5,Berufslehre oder Berufsschule,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Gemeinderätin / Sozialvorsteherin
95,16697,21533,Sarah,Cruz-Wenger,f,1979,36,4052,Basel,Schweiz,de_CH,18800000081,FDP,2,FDP,18800000004,Basel-Stadt,0,0,2,Verheiratet,,,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Advokatin
95,16772,21607,Hans-Ulrich,Bigler,m,1958,57,8910,Affoltern am Albis,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,2,Verheiratet,,,13,Universität oder ETH,,,Direktor
95,16773,21608,Martin A.,Huber,m,1978,37,8412,Aesch,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,1,Ledig,2,Protestantisch,12,Fachhochschule oder Technikum,1,Selbstständig erwerbend,Landwirt
95,16778,21613,Marc,Thalmann,m,1973,42,8610,Uster,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,,,,,,,,,Oekonom
95,16865,21700,Ulrich,Bürgi,m,1957,58,5000,Aarau,Schweiz,de_CH,18800000027,FDP,2,FDP,18800000000,Aargau,0,0,4,Geschieden,2,Protestantisch,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),"Dr. med., Chefarzt Notfallzentrum"
95,16867,21702,Claudia,Hauser,f,1968,47,5312,Döttingen,Schweiz,de_CH,18800000027,FDP,2,FDP,18800000000,Aargau,0,0,4,Geschieden,1,Keine Angabe,12,Fachhochschule oder Technikum,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Betriebsökonomin KSZH
95,16868,21703,Matthias Samuel,Jauslin,m,1962,53,5610,Wohlen,Schweiz,de_CH,18800000027,FDP,2,FDP,18800000000,Aargau,0,0,2,Verheiratet,2,Protestantisch,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Unternehmer
95,16869,21704,Johannes,Jenny,m,1960,55,5405,Baden,Schweiz,de_CH,18800000027,FDP,2,FDP,18800000000,Aargau,0,0,4,Geschieden,2,Protestantisch,13,Universität oder ETH,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),"Dr. sc. nat., Geschäftsführer Pro Natura"
95,16871,21706,Titus,Meier,m,1981,34,5200,Brugg,Schweiz,de_CH,18800000027,FDP,2,FDP,18800000000,Aargau,0,0,2,Verheiratet,2,Protestantisch,13,Universität oder ETH,,,"lic.phil UZH Historiker, Lehrer"
95,16872,21707,Maja,Riniker-Baumann,f,1978,37,5034,Suhr,Schweiz,de_CH,18800000027,FDP,2,FDP,18800000000,Aargau,0,0,2,Verheiratet,2,Protestantisch,12,Fachhochschule oder Technikum,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Betriebsökonomin FH
95,16885,21720,Adrian,Meier,m,1990,25,5734,Reinach,Schweiz,de_CH,18800000027,FDP,2,FDP,18800000000,Aargau,0,0,1,Ledig,3,Römisch-katholisch,12,Fachhochschule oder Technikum,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Versicherungs- und Vorsorgeberater
95,16914,21749,Michel,Losey,m,1962,53,1541,Sévaz,Schweiz,fr_CH,18800000101,FDP,2,FDP,18800000006,Freiburg,0,0,2,Verheiratet,3,Römisch-katholisch,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",,,Agriculteur et administrateur d'une agrofiduciaire
95,16927,21762,Peter,Hodel,m,1967,48,5012,Schönenwerd,Schweiz,de_CH,18800000268,FDP,2,FDP,18800000017,Solothurn,0,0,2,Verheiratet,4,Christ-katholisch,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",1,Selbstständig erwerbend,Meisterlandwirt/Gemeindepräsident
95,16938,21773,Marianne,Meister,f,1962,53,3254,Messen,Schweiz,de_CH,18800000268,FDP,2,FDP,18800000017,Solothurn,0,0,2,Verheiratet,2,Protestantisch,9,"Maturitätsschule, Gymnasium oder Seminar",1,Selbstständig erwerbend,Geschäftsführerin/Gemeindepräsidentin
95,17087,21921,Rocco,Cattaneo,m,1958,57,6804,Bironico (Monteceneri),Schweiz,it_CH,18800003729,FDP,2,FDP,18800000019,Tessin,0,0,2,Verheiratet,3,Römisch-katholisch,13,Universität oder ETH,,,Economista / Imprenditore / Presidente PLR Ticino
95,17369,22203,Hermann,Hess,m,1951,64,8580,Amriswil,Schweiz,de_CH,18800000221,FDP,2,FDP,18800000020,Thurgau,0,0,,,,,,,,,Unternehmer und Pianist
95,17391,22224,Karin,Niederberger,f,1970,45,7074,Malix,Schweiz,de_CH,18800000110,FDP,2,FDP,18800000009,Graubünden,0,0,2,Verheiratet,2,Protestantisch,5,Berufslehre oder Berufsschule,5,Im Familienbetrieb mitarbeitend,"Mutter, Hausfrau, KMU"
95,17418,22251,Vincent,Arlettaz,m,1986,29,1095,Lutry,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,1,Ledig,,,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Économiste
95,17506,22339,Fritz,Glauser,m,1961,54,1553,Châtonnaye,Schweiz,fr_CH,18800000101,FDP,2,FDP,18800000006,Freiburg,0,0,,,,,,,,,Ingénieur agronome HES
95,17562,22395,Dominik,Zehnder,m,1963,52,8806,Bäch,Schweiz,de_CH,18800000215,FDP,2,FDP,18800000016,Schwyz,0,0,,,,,,,,,Unternehmer
95,17624,22457,Alain,Cornamusaz,m,1965,50,1552,Trey,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,,,,,,,,,Agriculteur
95,17626,22459,Marc,Ehrlich,m,1971,44,1009,Pully,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,2,Verheiratet,7,Jüdische Gemeinschaften,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Entrepreneur
95,17629,22462,Olivier,Monge,m,1969,46,1260,Nyon,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,2,Verheiratet,4,Christ-katholisch,13,Universität oder ETH,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),Ingénieur ETS
95,17630,22463,Charles-Denis,Perrin,m,1948,67,1000,Lausanne 26,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,2,Verheiratet,,,,,,,Ingénieur EPF - lic. HEC
95,17632,22465,Carole,Schelker,f,1974,41,1422,Grandson,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,,,,,,,,,"Ingénieure EPFL en environnement, Directrice d'un bureau d'Ingénieurs, Chargée de cours à l'HEIG-VD"
95,17636,22469,Fathi,Derder,m,1970,45,1009,Pully,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,1,0,8,In Partnerschaft,10,Konfessionslos,14,Anderer Bildungsabschluss,1,Selbstständig erwerbend,Conseiller national et journaliste
95,17641,22474,Nicolas,Leuba,m,1967,48,1009,Pully,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,2,Verheiratet,2,Protestantisch,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Entrepreneur
95,17643,22476,Nicolas,Dutruy,m,1973,42,1376,Eclagnens,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,2,Verheiratet,2,Protestantisch,12,Fachhochschule oder Technikum,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Ingénieur en génie logiciel
95,17648,22481,Pierrette,Roulet-Grin,f,1947,68,1400,Yverdon-Les-Bains,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,,,,,,,,,"Journaliste RP, Présidente du TCS VD"
95,171771,22860,Iris,Kündig Stoessel,f,1961,54,3920,Zermatt,Schweiz,de_CH,18800000117,FDP,2,FDP,18800000023,Wallis,0,0,2,Verheiratet,3,Römisch-katholisch,9,"Maturitätsschule, Gymnasium oder Seminar",5,Im Familienbetrieb mitarbeitend,Arztsekretärin
95,191300,17901,Olivier,Barthe,m,1962,53,8953,Dietikon,Schweiz,de_CH,18800000230,FDP,2,FDP,18800000024,Zürich,0,0,,,,,,,,,Elektroingenieur
95,200309,23617,Markus,Ith,m,1972,43,3280,Murten/Morat,Schweiz,de_CH,18800000101,FDP,2,FDP,18800000006,Freiburg,0,0,2,Verheiratet,2,Protestantisch,12,Fachhochschule oder Technikum,1,Selbstständig erwerbend,Betriebsökonom FH
95,220690,23844,Nadine,Gobet,f,1969,46,1630,Bulle,Schweiz,fr_CH,18800000101,FDP,2,FDP,18800000006,Freiburg,0,0,,,,,,,,,Juriste
95,228842,23904,Pascal,Kuenlin,m,1967,48,1701,Fribourg,Schweiz,fr_CH,18800000101,FDP,2,FDP,18800000006,Freiburg,0,0,2,Verheiratet,4,Christ-katholisch,5,Berufslehre oder Berufsschule,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Chef d'entreprise
95,228874,23931,Christian,Udry,m,1975,40,1736,St. Silvester,Schweiz,de_CH,18800000101,FDP,2,FDP,18800000006,Freiburg,0,0,2,Verheiratet,3,Römisch-katholisch,15,Keine Antwort,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Finanzinspektor
95,231638,24711,Florence,Bettschart-Narbel,f,1974,41,1005,Lausanne,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,2,Verheiratet,,,13,Universität oder ETH,3,Teilzeit beschäftigt (angestellt; 5 bis 39 Stunden pro Woche),"Responsable Politique et Droit association, avocate"
95,231648,24721,Alexandre,Berthoud,m,1977,38,1515,Neyruz-Sur-Moudon,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,,,,,,,,,Cadre bancaire
95,231655,24728,Anne-Thérèse,Guyaz,f,1972,43,1024,Ecublens,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,4,Geschieden,2,Protestantisch,13,Universität oder ETH,2,Vollzeit beschäftigt (angestellt; 40 und mehr Stunden pro Woche),Directrice d'une ONG
95,231668,24741,Paola,Möhl Pignatelli,f,1964,51,1260,Nyon,Schweiz,fr_CH,18800000172,FDP,2,FDP,18800000022,Waadt,0,0,,,,,11,"Höhere Berufsausbildung (Meisterdiplom, höhere Fachausweise etc.)",,,Spécialiste en marketing
